time,base_heading,base_posX,base_posY,ball_posX,ball_posY
0.0000,2.2089,-3.0000,0.0000,0.0000,0.0000
0.0010,0.2633,-3.0000,-0.0000,3.8417,1.8441
0.0020,0.2606,-2.9999,0.0000,2.1045,1.3611
0.0030,0.2594,-2.9995,0.0000,2.0711,1.3455
0.0040,0.2631,-2.9989,0.0000,2.0274,1.3537
0.0050,0.2602,-2.9981,0.0000,3.6374,1.7669
0.0060,0.2608,-2.9972,0.0000,5.7401,2.3316
0.0070,0.2604,-2.9960,0.0000,2.5894,1.4880
0.0080,0.2654,-2.9947,0.0001,3.7878,1.8437
0.0090,0.2567,-2.9933,0.0001,3.1340,1.6083
0.0100,0.2599,-2.9917,0.0001,2.5816,1.4819
0.0110,0.2605,-2.9900,0.0001,2.1276,1.3642
0.0120,0.2625,-2.9881,0.0002,3.2807,1.6849
0.0130,0.2626,-2.9862,0.0002,5.4471,2.2668
0.0140,0.2607,-2.9841,0.0003,2.7176,1.5213
0.0150,0.2648,-2.9820,0.0003,4.6228,2.0622
0.0160,0.2600,-2.9797,0.0004,2.3912,1.4290
0.0170,0.2614,-2.9774,0.0004,4.1139,1.8973
0.0180,0.2657,-2.9749,0.0005,3.9814,1.8939
0.0190,0.2658,-2.9724,0.0006,2.0965,1.3806
0.0200,0.2574,-2.9697,0.0007,3.6797,1.7511
0.0210,0.2594,-2.9670,0.0008,3.5973,1.7430
0.0220,0.2610,-2.9642,0.0009,3.5460,1.7398
0.0230,0.2624,-2.9613,0.0010,3.5135,1.7398
0.0240,0.2636,-2.9583,0.0011,3.4919,1.7417
0.0250,0.2647,-2.9553,0.0013,3.4768,1.7447
0.0260,0.2658,-2.9522,0.0014,3.4657,1.7483
0.0270,0.2668,-2.9490,0.0016,3.4570,1.7525
0.0280,0.2678,-2.9457,0.0017,3.4499,1.7569
0.0290,0.2689,-2.9423,0.0019,3.4439,1.7616
0.0300,0.2660,-2.9389,0.0021,1.8627,1.3105
0.0310,0.2667,-2.9354,0.0023,1.7558,1.2841
0.0320,0.2634,-2.9319,0.0025,3.0485,1.6150
0.0330,0.2636,-2.9282,0.0027,2.9803,1.5970
0.0340,0.2636,-2.9246,0.0029,2.9413,1.5860
0.0350,0.2636,-2.9208,0.0031,2.9193,1.5791
0.0360,0.2635,-2.9170,0.0034,2.9073,1.5745
0.0370,0.2634,-2.9131,0.0036,2.9012,1.5714
0.0380,0.2633,-2.9091,0.0039,2.8987,1.5692
0.0390,0.2670,-2.9051,0.0042,5.3573,2.2643
0.0400,0.2673,-2.9011,0.0045,1.6524,1.2513
0.0410,0.2636,-2.8970,0.0048,2.9392,1.5801
0.0420,0.2636,-2.8928,0.0051,2.9248,1.5754
0.0430,0.2675,-2.8885,0.0055,5.3751,2.2699
0.0440,0.2677,-2.8843,0.0058,1.6699,1.2552
0.0450,0.2641,-2.8799,0.0062,2.9531,1.5838
0.0460,0.2641,-2.8755,0.0065,2.9380,1.5789
0.0470,0.2680,-2.8711,0.0069,5.3797,2.2724
0.0480,0.2682,-2.8666,0.0073,1.6863,1.2588
0.0490,0.2646,-2.8620,0.0077,2.9669,1.5873
0.0500,0.2646,-2.8575,0.0082,2.9524,1.5825
0.0510,0.2645,-2.8528,0.0086,2.9458,1.5794
0.0520,0.2722,-2.8481,0.0090,2.9239,1.6204
0.0530,0.2650,-2.8434,0.0095,2.9421,1.5794
0.0540,0.2650,-2.8386,0.0100,2.9452,1.5795
0.0550,0.2727,-2.8338,0.0105,2.9292,1.6223
0.0560,0.2655,-2.8289,0.0110,2.9507,1.5825
0.0570,0.2655,-2.8240,0.0115,2.9560,1.5832
0.0580,0.2654,-2.8191,0.0121,2.9614,1.5833
0.0590,0.2731,-2.8141,0.0126,2.9476,1.6263
0.0600,0.2658,-2.8091,0.0132,2.9702,1.5865
0.0610,0.2658,-2.8040,0.0138,2.9765,1.5872
0.0620,0.2696,-2.7989,0.0144,1.6554,1.2451
0.0630,0.2697,-2.7938,0.0150,5.0971,2.1964
0.0640,0.2660,-2.7887,0.0156,2.9525,1.5801
0.0650,0.2699,-2.7835,0.0162,1.6583,1.2449
0.0660,0.2700,-2.7782,0.0169,5.0871,2.1939
0.0670,0.2664,-2.7730,0.0175,2.9617,1.5822
0.0680,0.2702,-2.7677,0.0182,1.6731,1.2480
0.0690,0.2703,-2.7623,0.0189,5.0998,2.1973
0.0700,0.2666,-2.7570,0.0196,2.9784,1.5860
0.0710,0.2704,-2.7516,0.0204,1.6910,1.2517
0.0720,0.2705,-2.7462,0.0211,5.1185,2.2019
0.0730,0.2668,-2.7407,0.0219,2.9974,1.5900
0.0740,0.2744,-2.7352,0.0226,3.0072,1.6393
0.0750,0.2671,-2.7297,0.0234,3.0427,1.6028
0.0760,0.2709,-2.7242,0.0242,1.7340,1.2623
0.0770,0.2710,-2.7187,0.0250,5.1747,2.2179
0.0780,0.2712,-2.7131,0.0259,1.7267,1.2601
0.0790,0.2674,-2.7075,0.0267,2.9101,1.5656
0.0800,0.2711,-2.7019,0.0275,5.1065,2.1977
0.0810,0.2712,-2.6962,0.0284,1.7297,1.2589
0.0820,0.2712,-2.6906,0.0293,5.1440,2.2080
0.0830,0.2714,-2.6849,0.0302,1.7473,1.2634
0.0840,0.2715,-2.6792,0.0311,5.1673,2.2150
0.0850,0.2716,-2.6734,0.0320,1.7622,1.2672
0.0860,0.2717,-2.6677,0.0330,5.1859,2.2206
0.0870,0.2718,-2.6619,0.0339,1.7763,1.2707
0.0880,0.2679,-2.6561,0.0349,2.9636,1.5778
0.0890,0.2755,-2.6503,0.0359,2.9317,1.6137
0.0900,0.2719,-2.6445,0.0369,5.1460,2.2088
0.0910,0.2720,-2.6387,0.0379,1.7901,1.2731
0.0920,0.2721,-2.6329,0.0389,1.7271,1.2552
0.0930,0.2721,-2.6270,0.0399,4.9086,2.1423
0.0940,0.2721,-2.6211,0.0410,5.0987,2.1950
0.0950,0.2721,-2.6152,0.0420,1.8026,1.2748
0.0960,0.2760,-2.6093,0.0431,2.9791,1.6260
0.0970,0.2685,-2.6034,0.0442,2.9897,1.5834
0.0980,0.2761,-2.5975,0.0453,2.9752,1.6240
0.0990,0.2724,-2.5916,0.0464,1.7526,1.2601
0.1000,0.2724,-2.5856,0.0475,4.9267,2.1463
0.1010,0.2763,-2.5796,0.0486,2.9520,1.6173
0.1020,0.2688,-2.5737,0.0498,2.9888,1.5821
0.1030,0.2763,-2.5677,0.0509,2.9906,1.6269
0.1040,0.2765,-2.5617,0.0521,3.0026,1.6310
0.1050,0.2729,-2.5557,0.0533,1.7884,1.2692
0.1060,0.2729,-2.5497,0.0545,4.9671,2.1583
0.1070,0.2729,-2.5437,0.0557,1.7821,1.2662
0.1080,0.2727,-2.5377,0.0569,4.9485,2.1507
0.1090,0.2765,-2.5317,0.0581,2.9984,1.6273
0.1100,0.2767,-2.5257,0.0593,3.0262,1.6359
0.1110,0.2730,-2.5196,0.0606,1.8232,1.2767
0.1120,0.2730,-2.5136,0.0619,5.0061,2.1671
0.1130,0.2767,-2.5076,0.0631,3.0364,1.6378
0.1140,0.2730,-2.5015,0.0644,1.8401,1.2801
0.1150,0.2768,-2.4955,0.0657,2.9387,1.6095
0.1160,0.2770,-2.4894,0.0670,2.9164,1.6037
0.1170,0.2733,-2.4834,0.0683,4.9522,2.1523
0.1180,0.2732,-2.4773,0.0696,1.8385,1.2788
0.1190,0.2769,-2.4713,0.0709,2.9416,1.6090
0.1200,0.2770,-2.4652,0.0723,2.9310,1.6062
0.1210,0.2771,-2.4591,0.0736,2.9278,1.6058
0.1220,0.2734,-2.4531,0.0750,4.9665,2.1554
0.1230,0.2732,-2.4470,0.0763,1.8683,1.2856
0.1240,0.2769,-2.4410,0.0777,2.9747,1.6167
0.1250,0.2769,-2.4349,0.0791,2.9666,1.6142
0.1260,0.2770,-2.4288,0.0805,2.9648,1.6139
0.1270,0.2771,-2.4228,0.0819,2.9668,1.6148
0.1280,0.2772,-2.4167,0.0833,2.9711,1.6164
0.1290,0.2735,-2.4107,0.0847,1.8239,1.2724
0.1300,0.2732,-2.4046,0.0861,4.7764,2.0984
0.1310,0.2768,-2.3986,0.0875,2.9567,1.6088
0.1320,0.2767,-2.3926,0.0889,2.9781,1.6144
0.1330,0.2767,-2.3865,0.0904,2.9940,1.6186
0.1340,0.2768,-2.3805,0.0918,3.0064,1.6220
0.1350,0.2768,-2.3744,0.0933,3.0169,1.6249
0.1360,0.2768,-2.3684,0.0947,3.0262,1.6274
0.1370,0.2768,-2.3624,0.0962,3.0348,1.6298
0.1380,0.2769,-2.3564,0.0977,3.0431,1.6320
0.1390,0.2769,-2.3504,0.0992,3.0510,1.6341
0.1400,0.2769,-2.3444,0.1007,3.0589,1.6360
0.1410,0.2768,-2.3384,0.1021,3.0667,1.6379
0.1420,0.2768,-2.3324,0.1036,3.0744,1.6397
0.1430,0.2768,-2.3264,0.1051,3.0822,1.6415
0.1440,0.2767,-2.3204,0.1066,3.0899,1.6431
0.1450,0.2766,-2.3144,0.1082,3.0976,1.6447
0.1460,0.2766,-2.3085,0.1097,3.1054,1.6462
0.1470,0.2765,-2.3025,0.1112,3.1131,1.6477
0.1480,0.2763,-2.2966,0.1127,3.1208,1.6491
0.1490,0.2762,-2.2906,0.1143,3.1286,1.6504
0.1500,0.2761,-2.2847,0.1158,3.1364,1.6516
0.1510,0.2759,-2.2788,0.1173,3.1442,1.6528
0.1520,0.2757,-2.2729,0.1189,3.1520,1.6539
0.1530,0.2756,-2.2670,0.1204,3.1598,1.6549
0.1540,0.2754,-2.2611,0.1220,3.1676,1.6558
0.1550,0.2752,-2.2552,0.1235,3.1754,1.6567
0.1560,0.2749,-2.2493,0.1251,3.1832,1.6575
0.1570,0.2747,-2.2434,0.1266,3.1911,1.6582
0.1580,0.2744,-2.2376,0.1282,3.1989,1.6588
0.1590,0.2742,-2.2317,0.1298,3.2068,1.6594
0.1600,0.2739,-2.2259,0.1313,3.2146,1.6599
0.1610,0.2775,-2.2201,0.1329,2.0400,1.3464
0.1620,0.2736,-2.2143,0.1345,3.0951,1.6247
0.1630,0.2734,-2.2085,0.1361,3.0690,1.6161
0.1640,0.2770,-2.2027,0.1376,1.9445,1.3169
0.1650,0.2771,-2.1969,0.1392,4.7185,2.1059
0.1660,0.2772,-2.1912,0.1408,1.9257,1.3121
0.1670,0.2773,-2.1854,0.1424,4.6818,2.0974
0.1680,0.2736,-2.1797,0.1439,3.0159,1.6021
0.1690,0.2773,-2.1740,0.1455,1.9448,1.3180
0.1700,0.2774,-2.1682,0.1471,4.7054,2.1043
0.1710,0.2736,-2.1625,0.1487,3.0370,1.6079
0.1720,0.2773,-2.1569,0.1503,1.9646,1.3233
0.1730,0.2812,-2.1512,0.1519,2.9426,1.6233
0.1740,0.2738,-2.1455,0.1535,2.9349,1.5804
0.1750,0.2775,-2.1399,0.1551,4.6725,2.0959
0.1760,0.2776,-2.1343,0.1566,1.9644,1.3245
0.1770,0.2777,-2.1286,0.1582,4.7193,2.1100
0.1780,0.2777,-2.1230,0.1598,1.9839,1.3307
0.1790,0.2739,-2.1175,0.1614,2.9779,1.5929
0.1800,0.2814,-2.1119,0.1630,2.9558,1.6279
0.1810,0.2778,-2.1063,0.1646,4.7101,2.1085
0.1820,0.2779,-2.1008,0.1662,2.0008,1.3362
0.1830,0.2740,-2.0953,0.1678,2.9976,1.5994
0.1840,0.2815,-2.0898,0.1693,2.9789,1.6353
0.1850,0.2779,-2.0843,0.1709,1.9454,1.3205
0.1860,0.2780,-2.0788,0.1725,4.5264,2.0572
0.1870,0.2780,-2.0733,0.1741,4.6835,2.1022
0.1880,0.2780,-2.0679,0.1757,2.0233,1.3431
0.1890,0.2779,-2.0624,0.1772,1.9766,1.3297
0.1900,0.2779,-2.0570,0.1788,4.5676,2.0688
0.1910,0.2818,-2.0516,0.1804,2.9826,1.6377
0.1920,0.2782,-2.0462,0.1820,1.9730,1.3297
0.1930,0.2782,-2.0409,0.1835,4.5553,2.0674
0.1940,0.2782,-2.0355,0.1851,1.9719,1.3295
0.1950,0.2781,-2.0302,0.1867,4.5495,2.0652
0.1960,0.2819,-2.0249,0.1882,2.9970,1.6428
0.1970,0.2783,-2.0196,0.1898,1.9970,1.3373
0.1980,0.2783,-2.0143,0.1914,4.5831,2.0762
0.1990,0.2782,-2.0090,0.1929,2.0007,1.3381
0.2000,0.2820,-2.0037,0.1945,2.9276,1.6233
0.2010,0.2783,-1.9985,0.1960,4.5568,2.0692
0.2020,0.2783,-1.9933,0.1976,2.0083,1.3408
0.2030,0.2821,-1.9881,0.1991,2.9379,1.6268
0.2040,0.2784,-1.9829,0.2007,4.5701,2.0737
0.2050,0.2783,-1.9778,0.2022,2.0245,1.3459
0.2060,0.2821,-1.9726,0.2038,2.9559,1.6323
0.2070,0.2823,-1.9675,0.2053,2.9471,1.6308
0.2080,0.2709,-1.9624,0.2068,4.5963,2.0281
0.2090,0.2818,-1.9573,0.2084,3.0617,1.6614
0.2100,0.2818,-1.9522,0.2099,3.0956,1.6715
0.2110,0.2820,-1.9472,0.2114,3.1184,1.6790
0.2120,0.2744,-1.9421,0.2129,1.4129,1.1574
0.2130,0.2818,-1.9371,0.2144,2.9170,1.6196
0.2140,0.2819,-1.9321,0.2159,2.8702,1.6066
0.2150,0.2782,-1.9271,0.2175,4.3817,2.0190
0.2160,0.2819,-1.9221,0.2190,2.9421,1.6279
0.2170,0.2782,-1.9172,0.2205,4.5858,2.0777
0.2180,0.2780,-1.9123,0.2219,2.0846,1.3628
0.2190,0.2817,-1.9074,0.2234,3.0251,1.6510
0.2200,0.2779,-1.9025,0.2249,2.0407,1.3499
0.2210,0.2816,-1.8976,0.2264,2.9145,1.6186
0.2220,0.2778,-1.8928,0.2279,4.4339,2.0323
0.2230,0.2815,-1.8879,0.2294,2.9875,1.6394
0.2240,0.2777,-1.8831,0.2308,2.0402,1.3493
0.2250,0.2814,-1.8783,0.2323,2.9189,1.6191
0.2260,0.2776,-1.8735,0.2337,4.4425,2.0335
0.2270,0.2813,-1.8688,0.2352,3.0058,1.6436
0.2280,0.2774,-1.8640,0.2366,2.0609,1.3544
0.2290,0.2811,-1.8593,0.2381,2.9420,1.6245
0.2300,0.2812,-1.8546,0.2395,2.9276,1.6207
0.2310,0.2774,-1.8499,0.2410,4.4565,2.0364
0.2320,0.2771,-1.8453,0.2424,2.0653,1.3548
0.2330,0.2807,-1.8406,0.2438,2.9509,1.6255
0.2340,0.2807,-1.8360,0.2452,2.9433,1.6234
0.2350,0.2808,-1.8314,0.2466,2.9413,1.6232
0.2360,0.2770,-1.8268,0.2480,4.4758,2.0399
0.2370,0.2768,-1.8223,0.2495,2.0899,1.3607
0.2380,0.2803,-1.8177,0.2508,2.9787,1.6318
0.2390,0.2803,-1.8132,0.2522,2.9726,1.6300
0.2400,0.2803,-1.8087,0.2536,2.9715,1.6299
0.2410,0.2804,-1.8042,0.2550,2.9733,1.6309
0.2420,0.2805,-1.7997,0.2564,2.9767,1.6324
0.2430,0.2728,-1.7953,0.2578,2.9910,1.5967
0.2440,0.2800,-1.7909,0.2591,2.9871,1.6329
0.2450,0.2799,-1.7865,0.2605,2.9928,1.6341
0.2460,0.2798,-1.7821,0.2618,2.9986,1.6357
0.2470,0.2799,-1.7777,0.2632,3.0044,1.6375
0.2480,0.2799,-1.7734,0.2645,3.0103,1.6395
0.2490,0.2799,-1.7690,0.2659,3.0162,1.6416
0.2500,0.2761,-1.7647,0.2672,2.0893,1.3591
0.2510,0.2797,-1.7604,0.2685,2.9237,1.6139
0.2520,0.2797,-1.7562,0.2698,2.9033,1.6079
0.2530,0.2757,-1.7519,0.2711,4.3358,1.9937
0.2540,0.2793,-1.7477,0.2724,2.9935,1.6322
0.2550,0.2792,-1.7435,0.2737,3.0211,1.6398
0.2560,0.2792,-1.7393,0.2750,3.0399,1.6452
0.2570,0.2792,-1.7351,0.2763,3.0534,1.6491
0.2580,0.2792,-1.7310,0.2776,3.0638,1.6522
0.2590,0.2792,-1.7268,0.2789,3.0724,1.6547
0.2600,0.2753,-1.7227,0.2801,2.1416,1.3717
0.2610,0.2789,-1.7186,0.2814,2.9815,1.6271
0.2620,0.2788,-1.7146,0.2827,2.9614,1.6210
0.2630,0.2787,-1.7105,0.2839,2.9519,1.6181
0.2640,0.2787,-1.7065,0.2852,2.9487,1.6170
0.2650,0.2786,-1.7025,0.2864,2.9491,1.6171
0.2660,0.2786,-1.6985,0.2876,2.9516,1.6178
0.2670,0.2786,-1.6945,0.2889,2.9554,1.6188
0.2680,0.2786,-1.6905,0.2901,2.9599,1.6201
0.2690,0.2785,-1.6866,0.2913,2.9649,1.6215
0.2700,0.2785,-1.6827,0.2925,2.9701,1.6229
0.2710,0.2785,-1.6788,0.2937,2.9755,1.6244
0.2720,0.2784,-1.6749,0.2949,2.9809,1.6258
0.2730,0.2784,-1.6711,0.2961,2.9864,1.6273
0.2740,0.2783,-1.6672,0.2973,2.9919,1.6287
0.2750,0.2783,-1.6634,0.2984,2.9974,1.6301
0.2760,0.2782,-1.6596,0.2996,3.0030,1.6315
0.2770,0.2782,-1.6559,0.3008,3.0085,1.6329
0.2780,0.2781,-1.6521,0.3019,3.0139,1.6342
0.2790,0.2781,-1.6484,0.3031,3.0194,1.6355
0.2800,0.2780,-1.6447,0.3042,3.0249,1.6368
0.2810,0.2779,-1.6410,0.3054,3.0303,1.6381
0.2820,0.2778,-1.6373,0.3065,3.0358,1.6394
0.2830,0.2778,-1.6336,0.3076,3.0412,1.6406
0.2840,0.2777,-1.6300,0.3087,3.0466,1.6418
0.2850,0.2776,-1.6264,0.3099,3.0520,1.6430
0.2860,0.2775,-1.6228,0.3110,3.0574,1.6442
0.2870,0.2774,-1.6192,0.3121,3.0627,1.6453
0.2880,0.2773,-1.6156,0.3132,3.0680,1.6465
0.2890,0.2772,-1.6121,0.3142,3.0734,1.6476
0.2900,0.2771,-1.6086,0.3153,3.0787,1.6486
0.2910,0.2770,-1.6051,0.3164,3.0840,1.6497
0.2920,0.2769,-1.6016,0.3175,3.0893,1.6507
0.2930,0.2768,-1.5981,0.3185,3.0945,1.6517
0.2940,0.2767,-1.5947,0.3196,3.0998,1.6527
0.2950,0.2766,-1.5912,0.3206,3.1050,1.6537
0.2960,0.2765,-1.5878,0.3217,3.1102,1.6547
0.2970,0.2763,-1.5844,0.3227,3.1154,1.6556
0.2980,0.2762,-1.5811,0.3237,3.1206,1.6565
0.2990,0.2761,-1.5777,0.3248,3.1257,1.6574
0.3000,0.2760,-1.5744,0.3258,3.1309,1.6583
0.3010,0.2758,-1.5711,0.3268,3.1360,1.6591
0.3020,0.2757,-1.5678,0.3278,3.1411,1.6600
0.3030,0.2756,-1.5645,0.3288,3.1462,1.6608
0.3040,0.2754,-1.5613,0.3298,3.1513,1.6616
0.3050,0.2753,-1.5580,0.3308,3.1563,1.6623
0.3060,0.2751,-1.5548,0.3317,3.1613,1.6631
0.3070,0.2750,-1.5516,0.3327,3.1664,1.6638
0.3080,0.2748,-1.5484,0.3337,3.1714,1.6646
0.3090,0.2747,-1.5453,0.3346,3.1763,1.6653
0.3100,0.2745,-1.5421,0.3356,3.1813,1.6659
0.3110,0.2744,-1.5390,0.3366,3.1863,1.6666
0.3120,0.2742,-1.5359,0.3375,3.1912,1.6672
0.3130,0.2741,-1.5328,0.3384,3.1961,1.6679
0.3140,0.2739,-1.5298,0.3394,3.2010,1.6685
0.3150,0.2737,-1.5267,0.3403,3.2059,1.6691
0.3160,0.2736,-1.5237,0.3412,3.2107,1.6696
0.3170,0.2734,-1.5207,0.3421,3.2156,1.6702
0.3180,0.2732,-1.5177,0.3430,3.2204,1.6707
0.3190,0.2730,-1.5147,0.3439,3.2252,1.6712
0.3200,0.2729,-1.5117,0.3448,3.2300,1.6717
0.3210,0.2727,-1.5088,0.3457,3.2347,1.6722
0.3220,0.2725,-1.5059,0.3466,3.2395,1.6727
0.3230,0.2723,-1.5030,0.3474,3.2442,1.6732
0.3240,0.2721,-1.5001,0.3483,3.2489,1.6736
0.3250,0.2720,-1.4972,0.3492,3.2536,1.6740
0.3260,0.2718,-1.4944,0.3500,3.2583,1.6744
0.3270,0.2716,-1.4915,0.3509,3.2629,1.6748
0.3280,0.2714,-1.4887,0.3517,3.2676,1.6752
0.3290,0.2712,-1.4859,0.3526,3.2722,1.6755
0.3300,0.2710,-1.4831,0.3534,3.2768,1.6759
0.3310,0.2708,-1.4804,0.3542,3.2814,1.6762
0.3320,0.2706,-1.4776,0.3550,3.2859,1.6765
0.3330,0.2704,-1.4749,0.3559,3.2905,1.6768
0.3340,0.2702,-1.4722,0.3567,3.2950,1.6770
0.3350,0.2700,-1.4695,0.3575,3.2995,1.6773
0.3360,0.2737,-1.4668,0.3583,2.3711,1.4357
0.3370,0.2699,-1.4642,0.3591,3.2043,1.6508
0.3380,0.2698,-1.4615,0.3599,3.1825,1.6443
0.3390,0.2697,-1.4589,0.3606,3.1715,1.6405
0.3400,0.2734,-1.4563,0.3614,2.2853,1.4107
0.3410,0.2697,-1.4537,0.3622,3.0681,1.6120
0.3420,0.2696,-1.4512,0.3629,3.0448,1.6051
0.3430,0.2694,-1.4486,0.3637,3.0328,1.6012
0.3440,0.2693,-1.4461,0.3644,3.0275,1.5989
0.3450,0.2730,-1.4435,0.3652,2.1969,1.3843
0.3460,0.2692,-1.4410,0.3659,2.9355,1.5735
0.3470,0.2730,-1.4386,0.3667,4.1409,1.9290
0.3480,0.2693,-1.4361,0.3674,2.9932,1.5900
0.3490,0.2692,-1.4336,0.3681,3.0118,1.5948
0.3500,0.2730,-1.4312,0.3688,2.2001,1.3856
0.3510,0.2693,-1.4288,0.3696,2.9426,1.5761
0.3520,0.2731,-1.4264,0.3703,4.1526,1.9330
0.3530,0.2694,-1.4240,0.3710,3.0078,1.5948
0.3540,0.2694,-1.4216,0.3717,3.0281,1.6001
0.3550,0.2731,-1.4193,0.3724,2.2155,1.3906
0.3560,0.2694,-1.4169,0.3730,2.9602,1.5817
0.3570,0.2693,-1.4146,0.3737,2.9442,1.5769
0.3580,0.2731,-1.4123,0.3744,4.1598,1.9352
0.3590,0.2694,-1.4100,0.3751,3.0227,1.5989
0.3600,0.2732,-1.4077,0.3757,2.2221,1.3928
0.3610,0.2695,-1.4055,0.3764,2.9700,1.5851
0.3620,0.2695,-1.4032,0.3770,2.9572,1.5813
0.3630,0.2732,-1.4010,0.3777,4.1769,1.9409
0.3640,0.2695,-1.3988,0.3783,3.0387,1.6042
0.3650,0.2733,-1.3966,0.3790,2.2368,1.3977
0.3660,0.2697,-1.3944,0.3796,2.9867,1.5906
0.3670,0.2696,-1.3923,0.3802,2.9741,1.5868
0.3680,0.2695,-1.3901,0.3809,2.9682,1.5846
0.3690,0.2732,-1.3880,0.3815,4.1928,1.9455
0.3700,0.2734,-1.3859,0.3821,2.2360,1.3978
0.3710,0.2698,-1.3838,0.3827,2.9900,1.5922
0.3720,0.2697,-1.3817,0.3833,2.9828,1.5900
0.3730,0.2696,-1.3796,0.3839,2.9800,1.5888
0.3740,0.2695,-1.3775,0.3845,2.9798,1.5881
0.3750,0.2771,-1.3755,0.3851,2.9718,1.6218
0.3760,0.2699,-1.3735,0.3857,2.9824,1.5906
0.3770,0.2699,-1.3715,0.3863,2.9849,1.5914
0.3780,0.2698,-1.3695,0.3869,2.9877,1.5918
0.3790,0.2697,-1.3675,0.3874,2.9908,1.5921
0.3800,0.2734,-1.3655,0.3880,2.2013,1.3884
0.3810,0.2736,-1.3636,0.3886,4.0857,1.9180
0.3820,0.2700,-1.3616,0.3891,2.9768,1.5898
0.3830,0.2700,-1.3597,0.3897,2.9892,1.5932
0.3840,0.2699,-1.3578,0.3902,2.9979,1.5951
0.3850,0.2698,-1.3559,0.3908,3.0044,1.5963
0.3860,0.2735,-1.3540,0.3913,2.2155,1.3927
0.3870,0.2737,-1.3522,0.3918,4.1053,1.9240
0.3880,0.2701,-1.3503,0.3924,2.9940,1.5951
0.3890,0.2701,-1.3485,0.3929,3.0067,1.5985
0.3900,0.2700,-1.3466,0.3934,3.0156,1.6005
0.3910,0.2698,-1.3448,0.3939,3.0221,1.6018
0.3920,0.2736,-1.3430,0.3944,2.2310,1.3975
0.3930,0.2699,-1.3413,0.3950,2.9439,1.5804
0.3940,0.2737,-1.3395,0.3955,4.0957,1.9216
0.3950,0.2701,-1.3377,0.3960,3.0015,1.5972
0.3960,0.2700,-1.3360,0.3965,3.0194,1.6020
0.3970,0.2739,-1.3343,0.3969,2.2365,1.4000
0.3980,0.2702,-1.3326,0.3974,2.9520,1.5840
0.3990,0.2701,-1.3309,0.3979,2.9358,1.5794
0.4000,0.2700,-1.3292,0.3984,2.9275,1.5767
0.4010,0.2738,-1.3275,0.3989,4.0853,1.9193
0.4020,0.2701,-1.3258,0.3993,3.0080,1.5994
0.4030,0.2701,-1.3242,0.3998,3.0311,1.6056
0.4040,0.2739,-1.3226,0.4003,2.2503,1.4041
0.4050,0.2702,-1.3209,0.4007,2.9683,1.5889
0.4060,0.2702,-1.3193,0.4012,2.9530,1.5845
0.4070,0.2701,-1.3177,0.4016,2.9451,1.5819
0.4080,0.2739,-1.3161,0.4021,4.1073,1.9258
0.4090,0.2702,-1.3146,0.4025,3.0262,1.6049
0.4100,0.2741,-1.3130,0.4030,2.2556,1.4063
0.4110,0.2704,-1.3115,0.4034,2.9765,1.5922
0.4120,0.2704,-1.3099,0.4038,2.9640,1.5887
0.4130,0.2704,-1.3084,0.4043,2.9577,1.5866
0.4140,0.2703,-1.3069,0.4047,2.9550,1.5855
0.4150,0.2702,-1.3054,0.4051,2.9545,1.5848
0.4160,0.2739,-1.3039,0.4055,4.1218,1.9302
