time,x_error,y_error,theta_error
0.721000, 1.049370, 0.051559, 0.231207
0.722000, 1.049753, 0.051649, 0.229778
0.723000, 1.050136, 0.051738, 0.228357
0.724000, 1.050520, 0.051828, 0.226944
0.725000, 1.050904, 0.051916, 0.225540
0.726000, 1.051288, 0.052004, 0.224142
0.727000, 1.051673, 0.052092, 0.222753
0.728000, 1.052057, 0.052179, 0.221372
0.729000, 1.052442, 0.052266, 0.219998
0.730000, 1.052828, 0.052352, 0.218632
0.731000, 1.053213, 0.052438, 0.217273
0.732000, 1.053599, 0.052523, 0.215923
0.733000, 1.053985, 0.052608, 0.214580
0.734000, 1.054372, 0.052692, 0.213244
0.735000, 1.054758, 0.052776, 0.211916
0.736000, 1.055145, 0.052859, 0.210596
0.737000, 1.055533, 0.052942, 0.209283
0.738000, 1.055920, 0.053024, 0.207977
0.739000, 1.056308, 0.053106, 0.206679
0.740000, 1.056696, 0.053187, 0.205388
0.741000, 1.057084, 0.053268, 0.204105
0.742000, 1.057472, 0.053348, 0.202828
0.743000, 1.057861, 0.053428, 0.201560
0.744000, 1.058250, 0.053508, 0.200298
0.745000, 1.058639, 0.053587, 0.199044
0.746000, 1.059029, 0.053665, 0.197796
0.747000, 1.059418, 0.053743, 0.196556
0.748000, 1.059808, 0.053821, 0.195323
0.749000, 1.060198, 0.053898, 0.194098
0.750000, 1.060589, 0.053975, 0.192879
0.751000, 1.060979, 0.054051, 0.191667
0.752000, 1.061370, 0.054127, 0.190462
0.753000, 1.061761, 0.054202, 0.189265
0.754000, 1.062152, 0.054277, 0.188074
0.755000, 1.062544, 0.054352, 0.186890
0.756000, 1.062935, 0.054426, 0.185713
0.757000, 1.063327, 0.054499, 0.184542
0.758000, 1.063719, 0.054573, 0.183379
0.759000, 1.064111, 0.054645, 0.182222
0.760000, 1.064504, 0.054718, 0.181072
0.761000, 1.064896, 0.054790, 0.179929
0.762000, 1.065289, 0.054861, 0.178792
0.763000, 1.065682, 0.054932, 0.177662
0.764000, 1.066075, 0.055003, 0.176539
0.765000, 1.066469, 0.055073, 0.175422
0.766000, 1.066862, 0.055143, 0.174312
0.767000, 1.067256, 0.055212, 0.173208
0.768000, 1.067650, 0.055281, 0.172111
0.769000, 1.068044, 0.055349, 0.171020
0.770000, 1.068438, 0.055417, 0.169936
0.771000, 1.068833, 0.055485, 0.168858
0.772000, 1.069228, 0.055552, 0.167786
0.773000, 1.069622, 0.055619, 0.166721
0.774000, 1.070017, 0.055686, 0.165662
0.775000, 1.070412, 0.055752, 0.164609
0.776000, 1.070808, 0.055817, 0.163563
0.777000, 1.071203, 0.055883, 0.162523
0.778000, 1.071599, 0.055948, 0.161488
0.779000, 1.071995, 0.056012, 0.160460
0.780000, 1.072391, 0.056076, 0.159439
0.781000, 1.072787, 0.056140, 0.158423
0.782000, 1.073183, 0.056203, 0.157413
0.783000, 1.073579, 0.056266, 0.156409
0.784000, 1.073976, 0.056329, 0.155412
0.785000, 1.074373, 0.056391, 0.154420
