time,t_er_arm1,t_dot_er_arm1,t_er_arm2,t_dot_er_arm2
0.001000, -2.827435, -0.001126,2.827434, 0.000186
0.002000, -2.823888, 7.094618,2.826164, -2.539513
0.003000, -2.814323, 12.034640,2.822524, -4.741177
0.004000, -2.800534, 15.544129,2.816798, -6.709414
0.005000, -2.783718, 18.087689,2.809191, -8.505851
0.006000, -2.764689, 19.970001,2.799853, -10.169396
0.007000, -2.744007, 21.394268,2.788905, -11.726100
0.008000, -2.722061, 22.497689,2.776445, -13.194272
0.009000, -2.699125, 23.373777,2.762554, -14.587294
0.010000, -2.675395, 24.086740,2.747303, -15.915263
0.011000, -2.651011, 24.680946,2.730752, -17.186007
0.012000, -2.626077, 25.187230,2.712957, -18.405747
0.013000, -2.600670, 25.627139,2.693964, -19.579536
0.014000, -2.574848, 26.015827,2.673818, -20.711560
0.015000, -2.548658, 26.364030,2.652560, -21.805359
0.016000, -2.522137, 26.679418,2.630225, -22.863980
0.017000, -2.495313, 26.967538,2.606848, -23.890083
0.018000, -2.468213, 27.232454,2.582460, -24.886028
0.019000, -2.440858, 27.477201,2.557090, -25.853932
0.020000, -2.413268, 27.704089,2.530765, -26.795712
0.021000, -2.385458, 27.914922,2.503511, -27.713119
0.022000, -2.357445, 28.111146,2.475350, -28.607763
0.023000, -2.329243, 28.293950,2.446306, -29.481130
0.024000, -2.300863, 28.464342,2.416398, -30.334597
0.025000, -2.272320, 28.623191,2.385646, -31.169443
0.026000, -2.243622, 28.771269,2.354068, -31.986856
0.027000, -2.214782, 28.909267,2.321681, -32.787942
0.028000, -2.185809, 29.037814,2.288500, -33.573730
0.029000, -2.156711, 29.157485,2.254540, -34.345172
0.030000, -2.127498, 29.268812,2.219816, -35.103153
0.031000, -2.098177, 29.372283,2.184340, -35.848487
0.032000, -2.068757, 29.468347,2.148125, -36.581925
0.033000, -2.039244, 29.557416,2.111182, -37.304148
0.034000, -2.009645, 29.639865,2.073522, -38.015777
0.035000, -1.979968, 29.716031,2.035156, -38.717364
0.036000, -1.950216, 29.786214,1.996092, -39.409398
0.037000, -1.920407, 29.833448,1.956352, -40.070206
0.038000, -1.890584, 29.812154,1.915999, -40.635722
0.039000, -1.860805, 29.746338,1.875125, -41.113980
0.040000, -1.831106, 29.650519,1.833812, -41.510555
0.041000, -1.801514, 29.533527,1.792142, -41.829477
0.042000, -1.772047, 29.400817,1.750191, -42.073825
0.043000, -1.742719, 29.255860,1.708031, -42.246086
0.044000, -1.713540, 29.100980,1.665733, -42.348401
0.045000, -1.684521, 28.937840,1.623368, -42.382717
0.046000, -1.655668, 28.767744,1.581001, -42.350889
0.047000, -1.626988, 28.591799,1.538698, -42.254763
0.048000, -1.598487, 28.411013,1.496523, -42.096218
0.049000, -1.570168, 28.226355,1.454536, -41.877216
0.050000, -1.542036, 28.038776,1.412797, -41.599828
0.051000, -1.514092, 27.849227,1.371364, -41.266260
0.052000, -1.486338, 27.658659,1.330292, -40.878870
0.053000, -1.458774, 27.468024,1.289632, -40.440177
0.054000, -1.431401, 27.278262,1.249436, -39.952869
0.055000, -1.404217, 27.090299,1.209749, -39.419802
0.056000, -1.377219, 26.905032,1.170618, -38.843989
0.057000, -1.350472, 26.590189,1.132107, -38.177490
0.058000, -1.324085, 26.182876,1.094300, -37.436301
0.059000, -1.298133, 25.721509,1.057263, -36.637936
0.060000, -1.272656, 25.231252,1.021046, -35.795525
0.061000, -1.247677, 24.728548,0.985689, -34.919244
0.062000, -1.223200, 24.224086,0.951220, -34.017257
0.063000, -1.199226, 23.724756,0.917664, -33.096330
0.064000, -1.175746, 23.234932,0.885034, -32.162234
0.065000, -1.152750, 22.757316,0.853343, -31.219997
0.066000, -1.130224, 22.293490,0.822596, -30.274071
0.067000, -1.108156, 21.844284,0.792795, -29.328433
0.068000, -1.086528, 21.410018,0.763937, -28.386647
0.069000, -1.065328, 20.990665,0.736018, -27.451906
0.070000, -1.044540, 20.585965,0.709029, -26.527058
0.071000, -1.024149, 20.195496,0.682958, -25.614625
0.072000, -1.004142, 19.818735,0.657792, -24.716820
0.073000, -0.984505, 19.455088,0.633516, -23.835561
0.074000, -0.965225, 19.103926,0.610112, -22.972483
0.075000, -0.946291, 18.764601,0.587561, -22.128958
0.076000, -0.927691, 18.436463,0.565844, -21.306109
0.077000, -0.909413, 18.118872,0.544938, -20.504829
0.078000, -0.891448, 17.811203,0.524823, -19.725798
0.079000, -0.873786, 17.512858,0.505475, -18.969501
0.080000, -0.856418, 17.223264,0.486872, -18.236249
0.081000, -0.839335, 16.941881,0.468991, -17.526196
0.082000, -0.822530, 16.668200,0.451808, -16.839355
0.083000, -0.805995, 16.401744,0.435301, -16.175619
0.084000, -0.789723, 16.142071,0.419446, -15.534776
0.085000, -0.773708, 15.888769,0.404220, -14.916521
0.086000, -0.757943, 15.641457,0.389602, -14.320475
0.087000, -0.742422, 15.399784,0.375568, -13.746194
0.088000, -0.727141, 15.163428,0.362098, -13.193184
0.089000, -0.712093, 14.932090,0.349171, -12.660908
0.090000, -0.697274, 14.705497,0.336767, -12.148798
0.091000, -0.682680, 14.483399,0.324864, -11.656263
0.092000, -0.668305, 14.265565,0.313445, -11.182697
0.093000, -0.654146, 14.051784,0.302490, -10.727482
0.094000, -0.640200, 13.841862,0.291981, -10.289998
0.095000, -0.626461, 13.635620,0.281901, -9.869624
0.096000, -0.612927, 13.432894,0.272233, -9.465745
0.097000, -0.599593, 13.233532,0.262962, -9.077753
0.098000, -0.586458, 13.037395,0.254070, -8.705051
0.099000, -0.573517, 12.844353,0.245544, -8.347054
0.100000, -0.560768, 12.654287,0.237369, -8.003193
0.101000, -0.548207, 12.467085,0.229531, -7.672913
0.102000, -0.535832, 12.282645,0.222017, -7.355678
0.103000, -0.523640, 12.100870,0.214813, -7.050967
0.104000, -0.511629, 11.921671,0.207909, -6.758279
0.105000, -0.499796, 11.744963,0.201291, -6.477132
0.106000, -0.488138, 11.570667,0.194949, -6.207060
0.107000, -0.476653, 11.398711,0.188872, -5.947617
0.108000, -0.465340, 11.229024,0.183049, -5.698375
0.109000, -0.454194, 11.061540,0.177470, -5.458922
0.110000, -0.443215, 10.896199,0.172126, -5.228865
0.111000, -0.432401, 10.732941,0.167008, -5.007828
0.112000, -0.421748, 10.571711,0.162106, -4.795450
0.113000, -0.411256, 10.412457,0.157413, -4.591387
0.114000, -0.400923, 10.255128,0.152919, -4.395310
0.115000, -0.390745, 10.099679,0.148618, -4.206904
0.116000, -0.380722, 9.946063,0.144502, -4.025867
0.117000, -0.370852, 9.794238,0.140563, -3.851914
0.118000, -0.361133, 9.644162,0.136794, -3.684770
0.119000, -0.351563, 9.495798,0.133190, -3.524172
0.120000, -0.342141, 9.349108,0.129743, -3.369870
0.121000, -0.332864, 9.204055,0.126447, -3.221625
0.122000, -0.323732, 9.060608,0.123297, -3.079208
0.123000, -0.314742, 8.918733,0.120286, -2.942400
0.124000, -0.305893, 8.778399,0.117409, -2.810993
0.125000, -0.297184, 8.639577,0.114661, -2.684786
0.126000, -0.288613, 8.502238,0.112037, -2.563587
0.127000, -0.280179, 8.366356,0.109532, -2.447214
0.128000, -0.271880, 8.231905,0.107141, -2.335491
0.129000, -0.263715, 8.098859,0.104859, -2.228250
0.130000, -0.255682, 7.967196,0.102682, -2.125330
0.131000, -0.247780, 7.836892,0.100606, -2.026575
0.132000, -0.240007, 7.707927,0.098627, -1.931839
0.133000, -0.232363, 7.580279,0.096740, -1.840978
0.134000, -0.224846, 7.453929,0.094943, -1.753856
0.135000, -0.217455, 7.328858,0.093231, -1.670342
0.136000, -0.210188, 7.205048,0.091600, -1.590309
0.137000, -0.203044, 7.082481,0.090048, -1.513637
0.138000, -0.196022, 6.961141,0.088572, -1.440208
0.139000, -0.189121, 6.841013,0.087166, -1.369910
0.140000, -0.182339, 6.722081,0.085830, -1.302635
0.141000, -0.175676, 6.604332,0.084560, -1.238279
0.142000, -0.169130, 6.487751,0.083352, -1.176741
0.143000, -0.162700, 6.372325,0.082205, -1.117925
0.144000, -0.156385, 6.258043,0.081115, -1.061737
0.145000, -0.150184, 6.144891,0.080080, -1.008087
0.146000, -0.144095, 6.032860,0.079098, -0.956888
0.147000, -0.138117, 5.921938,0.078165, -0.908056
0.148000, -0.132250, 5.812116,0.077280, -0.861510
0.149000, -0.126492, 5.703382,0.076441, -0.817171
0.150000, -0.120843, 5.595729,0.075645, -0.774964
0.151000, -0.115300, 5.489146,0.074890, -0.734815
0.152000, -0.109864, 5.383627,0.074174, -0.696653
0.153000, -0.104533, 5.279163,0.073496, -0.660409
0.154000, -0.099305, 5.175746,0.072853, -0.626018
0.155000, -0.094181, 5.073369,0.072243, -0.593414
0.156000, -0.089158, 4.972026,0.071665, -0.562535
0.157000, -0.084236, 4.871713,0.071117, -0.533322
0.158000, -0.079414, 4.772425,0.070598, -0.505714
0.159000, -0.074691, 4.674155,0.070105, -0.479656
0.160000, -0.070065, 4.576897,0.069637, -0.455091
0.161000, -0.065536, 4.480645,0.069194, -0.431967
0.162000, -0.061103, 4.385393,0.068773, -0.410232
0.163000, -0.056765, 4.291135,0.068373, -0.389836
0.164000, -0.052521, 4.197868,0.067992, -0.370730
0.165000, -0.048369, 4.105586,0.067631, -0.352867
0.166000, -0.044309, 4.014285,0.067286, -0.336201
0.167000, -0.040340, 3.923961,0.066958, -0.320688
0.168000, -0.036461, 3.834611,0.066644, -0.306285
0.169000, -0.032670, 3.746230,0.066345, -0.292949
0.170000, -0.028968, 3.658815,0.066058, -0.280641
0.171000, -0.025352, 3.572363,0.065783, -0.269321
0.172000, -0.021822, 3.486871,0.065519, -0.258951
0.173000, -0.018378, 3.402335,0.065264, -0.249493
0.174000, -0.015017, 3.318753,0.065019, -0.240911
0.175000, -0.011740, 3.236122,0.064782, -0.233170
0.176000, -0.008545, 3.154439,0.064553, -0.226236
0.177000, -0.005430, 3.073702,0.064329, -0.220076
0.178000, -0.002397, 2.993908,0.064112, -0.214658
0.179000, 0.000558, 2.915055,0.063900, -0.209950
0.180000, 0.003434, 2.837139,0.063692, -0.205923
0.181000, 0.006233, 2.760160,0.063488, -0.202546
0.182000, 0.008955, 2.684114,0.063286, -0.199791
0.183000, 0.011601, 2.608999,0.063088, -0.197630
0.184000, 0.014173, 2.534813,0.062891, -0.196036
0.185000, 0.016671, 2.461553,0.062695, -0.194983
0.186000, 0.019097, 2.389218,0.062501, -0.194446
0.187000, 0.021450, 2.317806,0.062306, -0.194399
0.188000, 0.023733, 2.247313,0.062112, -0.194819
0.189000, 0.025945, 2.177738,0.061916, -0.195681
0.190000, 0.028089, 2.109079,0.061720, -0.196965
0.191000, 0.030164, 2.041332,0.061522, -0.198647
0.192000, 0.032172, 1.974497,0.061323, -0.200706
0.193000, 0.034113, 1.908571,0.061121, -0.203121
0.194000, 0.035989, 1.843551,0.060916, -0.205873
0.195000, 0.037801, 1.779435,0.060709, -0.208941
0.196000, 0.039549, 1.716220,0.060498, -0.212308
0.197000, 0.041234, 1.653905,0.060284, -0.215953
0.198000, 0.042857, 1.592486,0.060066, -0.219861
0.199000, 0.044419, 1.531961,0.059844, -0.224012
0.200000, 0.045921, 1.472328,0.059618, -0.228392
0.201000, 0.047364, 1.413583,0.059387, -0.232982
0.202000, 0.048749, 1.355725,0.059152, -0.237768
0.203000, 0.050076, 1.298750,0.058912, -0.242735
0.204000, 0.051347, 1.242655,0.058666, -0.247867
0.205000, 0.052562, 1.187437,0.058416, -0.253150
0.206000, 0.053722, 1.133094,0.058160, -0.258571
0.207000, 0.054829, 1.079623,0.057899, -0.264116
0.208000, 0.055882, 1.027019,0.057632, -0.269772
0.209000, 0.056883, 0.975281,0.057359, -0.275527
0.210000, 0.057833, 0.924404,0.057081, -0.281368
0.211000, 0.058732, 0.874385,0.056796, -0.287283
0.212000, 0.059582, 0.825221,0.056506, -0.293262
0.213000, 0.060383, 0.776908,0.056210, -0.299294
0.214000, 0.061136, 0.729443,0.055907, -0.305367
0.215000, 0.061842, 0.682821,0.055599, -0.311472
0.216000, 0.062502, 0.637039,0.055284, -0.317599
0.217000, 0.063117, 0.592093,0.054964, -0.323739
0.218000, 0.063687, 0.547979,0.054637, -0.329881
0.219000, 0.064213, 0.504693,0.054304, -0.336019
0.220000, 0.064697, 0.462230,0.053965, -0.342142
0.221000, 0.065138, 0.420587,0.053620, -0.348243
0.222000, 0.065538, 0.379759,0.053268, -0.354314
0.223000, 0.065898, 0.339741,0.052911, -0.360348
0.224000, 0.066218, 0.300529,0.052548, -0.366337
0.225000, 0.066500, 0.262118,0.052178, -0.372275
0.226000, 0.066743, 0.224504,0.051803, -0.378154
0.227000, 0.066949, 0.187681,0.051422, -0.383969
0.228000, 0.067119, 0.151645,0.051035, -0.389714
0.229000, 0.067253, 0.116391,0.050643, -0.395381
0.230000, 0.067352, 0.081913,0.050245, -0.400967
0.231000, 0.067417, 0.048206,0.049841, -0.406466
0.232000, 0.067449, 0.015265,0.049432, -0.411872
0.233000, 0.067448, -0.016914,0.049017, -0.417181
0.234000, 0.067415, -0.048339,0.048597, -0.422389
0.235000, 0.067351, -0.079014,0.048172, -0.427490
0.236000, 0.067258, -0.108946,0.047742, -0.432482
0.237000, 0.067134, -0.138139,0.047308, -0.437359
0.238000, 0.066982, -0.166599,0.046868, -0.442119
0.239000, 0.066801, -0.194333,0.046423, -0.446757
0.240000, 0.066593, -0.221346,0.045974, -0.451272
0.241000, 0.066359, -0.247645,0.045521, -0.455659
0.242000, 0.066098, -0.273236,0.045063, -0.459915
0.243000, 0.065813, -0.298124,0.044601, -0.464039
0.244000, 0.065502, -0.322316,0.044135, -0.468027
0.245000, 0.065168, -0.345819,0.043665, -0.471878
0.246000, 0.064811, -0.368639,0.043191, -0.475589
0.247000, 0.064431, -0.390782,0.042714, -0.479158
0.248000, 0.064030, -0.412255,0.042233, -0.482583
0.249000, 0.063607, -0.433064,0.041749, -0.485864
0.250000, 0.063164, -0.453217,0.041261, -0.488998
0.251000, 0.062701, -0.472719,0.040771, -0.491984
0.252000, 0.062219, -0.491578,0.040278, -0.494821
0.253000, 0.061718, -0.509801,0.039781, -0.497508
0.254000, 0.061200, -0.527395,0.039283, -0.500045
0.255000, 0.060664, -0.544366,0.038781, -0.502429
0.256000, 0.060111, -0.560721,0.038278, -0.504662
0.257000, 0.059543, -0.576468,0.037772, -0.506742
0.258000, 0.058959, -0.591614,0.037264, -0.508669
0.259000, 0.058360, -0.606166,0.036755, -0.510443
0.260000, 0.057747, -0.620131,0.036244, -0.512064
0.261000, 0.057120, -0.633516,0.035731, -0.513532
0.262000, 0.056480, -0.646329,0.035217, -0.514847
0.263000, 0.055827, -0.658578,0.034701, -0.516009
0.264000, 0.055163, -0.670268,0.034185, -0.517019
0.265000, 0.054487, -0.681409,0.033667, -0.517877
0.266000, 0.053800, -0.692006,0.033149, -0.518583
0.267000, 0.053103, -0.702069,0.032630, -0.519139
0.268000, 0.052397, -0.711604,0.032111, -0.519546
0.269000, 0.051680, -0.720618,0.031591, -0.519803
0.270000, 0.050956, -0.729120,0.031071, -0.519912
0.271000, 0.050222, -0.737117,0.030551, -0.519874
0.272000, 0.049482, -0.744616,0.030032, -0.519690
0.273000, 0.048733, -0.751626,0.029512, -0.519362
0.274000, 0.047979, -0.758153,0.028993, -0.518890
0.275000, 0.047217, -0.764205,0.028474, -0.518276
0.276000, 0.046450, -0.769791,0.027957, -0.517521
0.277000, 0.045678, -0.774916,0.027439, -0.516627
0.278000, 0.044901, -0.779591,0.026923, -0.515595
0.279000, 0.044119, -0.783821,0.026408, -0.514426
0.280000, 0.043333, -0.787614,0.025895, -0.513124
0.281000, 0.042544, -0.790979,0.025382, -0.511688
0.282000, 0.041752, -0.793923,0.024871, -0.510122
0.283000, 0.040956, -0.796453,0.024362, -0.508426
0.284000, 0.040159, -0.798578,0.023854, -0.506603
0.285000, 0.039360, -0.800304,0.023349, -0.504654
0.286000, 0.038559, -0.801639,0.022845, -0.502582
0.287000, 0.037756, -0.802592,0.022344, -0.500388
0.288000, 0.036954, -0.803169,0.021844, -0.498075
0.289000, 0.036150, -0.803378,0.021348, -0.495644
0.290000, 0.035347, -0.803227,0.020853, -0.493098
0.291000, 0.034544, -0.802723,0.020361, -0.490438
0.292000, 0.033742, -0.801874,0.019872, -0.487667
0.293000, 0.032940, -0.800687,0.019386, -0.484788
0.294000, 0.032140, -0.799170,0.018903, -0.481802
0.295000, 0.031342, -0.797330,0.018423, -0.478711
0.296000, 0.030546, -0.795174,0.017946, -0.475518
0.297000, 0.029752, -0.792711,0.017472, -0.472226
0.298000, 0.028961, -0.789946,0.017001, -0.468835
0.299000, 0.028172, -0.786888,0.016534, -0.465350
0.300000, 0.027387, -0.783544,0.016070, -0.461771
0.301000, 0.026605, -0.779920,0.015611, -0.458102
0.302000, 0.025827, -0.776025,0.015154, -0.454345
0.303000, 0.025053, -0.771865,0.014702, -0.450502
0.304000, 0.024284, -0.767448,0.014253, -0.446575
0.305000, 0.023519, -0.762779,0.013809, -0.442567
0.306000, 0.022758, -0.757868,0.013368, -0.438481
0.307000, 0.022003, -0.752719,0.012932, -0.434318
0.308000, 0.021253, -0.747341,0.012500, -0.430081
0.309000, 0.020508, -0.741740,0.012072, -0.425773
0.310000, 0.019770, -0.735923,0.011648, -0.421396
0.311000, 0.019037, -0.729897,0.011229, -0.416952
0.312000, 0.018310, -0.723668,0.010814, -0.412443
0.313000, 0.017589, -0.717243,0.010404, -0.407873
0.314000, 0.016876, -0.710628,0.009999, -0.403243
0.315000, 0.016168, -0.703831,0.009598, -0.398556
0.316000, 0.015468, -0.696857,0.009201, -0.393814
0.317000, 0.014775, -0.689713,0.008810, -0.389020
0.318000, 0.014089, -0.682406,0.008423, -0.384176
0.319000, 0.013410, -0.674941,0.008042, -0.379284
0.320000, 0.012739, -0.667325,0.007665, -0.374346
0.321000, 0.012075, -0.659563,0.007293, -0.369366
0.322000, 0.011420, -0.651663,0.006926, -0.364345
0.323000, 0.010772, -0.643630,0.006564, -0.359285
0.324000, 0.010133, -0.635470,0.006208, -0.354189
0.325000, 0.009501, -0.627188,0.005856, -0.349059
0.326000, 0.008878, -0.618791,0.005510, -0.343897
0.327000, 0.008264, -0.610285,0.005168, -0.338706
0.328000, 0.007658, -0.601675,0.004832, -0.333487
0.329000, 0.007060, -0.592966,0.004501, -0.328244
0.330000, 0.006472, -0.584164,0.004176, -0.322977
0.331000, 0.005892, -0.575276,0.003855, -0.317690
0.332000, 0.005321, -0.566305,0.003540, -0.312383
0.333000, 0.004760, -0.557257,0.003231, -0.307061
0.334000, 0.004207, -0.548138,0.002926, -0.301723
0.335000, 0.003663, -0.538953,0.002627, -0.296374
0.336000, 0.003129, -0.529707,0.002333, -0.291013
0.337000, 0.002604, -0.520404,0.002045, -0.285645
0.338000, 0.002088, -0.511050,0.001762, -0.280269
0.339000, 0.001582, -0.501650,0.001485, -0.274890
0.340000, 0.001085, -0.492208,0.001212, -0.269507
0.341000, 0.000597, -0.482729,0.000946, -0.264124
0.342000, 0.000119, -0.473218,0.000684, -0.258742
0.343000, -0.000349, -0.463679,0.000428, -0.253363
0.344000, -0.000808, -0.454117,0.000177, -0.247989
0.345000, -0.001257, -0.444536,-0.000068, -0.242621
0.346000, -0.001697, -0.434941,-0.000308, -0.237262
0.347000, -0.002127, -0.425335,-0.000542, -0.231913
0.348000, -0.002548, -0.415723,-0.000772, -0.226575
0.349000, -0.002959, -0.406109,-0.000996, -0.221251
0.350000, -0.003360, -0.396496,-0.001214, -0.215942
0.351000, -0.003752, -0.386890,-0.001427, -0.210650
0.352000, -0.004134, -0.377294,-0.001635, -0.205376
0.353000, -0.004506, -0.367710,-0.001838, -0.200121
0.354000, -0.004869, -0.358145,-0.002036, -0.194888
0.355000, -0.005222, -0.348599,-0.002228, -0.189678
0.356000, -0.005566, -0.339079,-0.002415, -0.184492
0.357000, -0.005901, -0.329586,-0.002597, -0.179332
0.358000, -0.006225, -0.320124,-0.002774, -0.174198
0.359000, -0.006541, -0.310697,-0.002945, -0.169093
0.360000, -0.006847, -0.301307,-0.003112, -0.164018
0.361000, -0.007143, -0.291958,-0.003273, -0.158974
0.362000, -0.007431, -0.282654,-0.003430, -0.153962
0.363000, -0.007709, -0.273396,-0.003581, -0.148984
0.364000, -0.007978, -0.264188,-0.003728, -0.144040
0.365000, -0.008237, -0.255033,-0.003870, -0.139133
0.366000, -0.008488, -0.245933,-0.004006, -0.134262
0.367000, -0.008729, -0.236892,-0.004138, -0.129430
0.368000, -0.008961, -0.227911,-0.004265, -0.124636
0.369000, -0.009185, -0.218994,-0.004387, -0.119883
0.370000, -0.009400, -0.210143,-0.004505, -0.115172
0.371000, -0.009605, -0.201360,-0.004618, -0.110503
0.372000, -0.009802, -0.192647,-0.004726, -0.105877
0.373000, -0.009991, -0.184008,-0.004830, -0.101295
0.374000, -0.010170, -0.175443,-0.004929, -0.096758
0.375000, -0.010342, -0.166956,-0.005023, -0.092267
0.376000, -0.010504, -0.158548,-0.005113, -0.087823
0.377000, -0.010659, -0.150222,-0.005199, -0.083426
0.378000, -0.010805, -0.141978,-0.005280, -0.079078
0.379000, -0.010943, -0.133820,-0.005357, -0.074779
0.380000, -0.011072, -0.125748,-0.005430, -0.070530
0.381000, -0.011194, -0.117765,-0.005498, -0.066331
0.382000, -0.011308, -0.109872,-0.005562, -0.062183
0.383000, -0.011414, -0.102070,-0.005622, -0.058087
0.384000, -0.011512, -0.094362,-0.005678, -0.054043
0.385000, -0.011603, -0.086749,-0.005730, -0.050053
0.386000, -0.011686, -0.079231,-0.005779, -0.046115
0.387000, -0.011761, -0.071811,-0.005823, -0.042232
0.388000, -0.011829, -0.064490,-0.005863, -0.038403
0.389000, -0.011890, -0.057269,-0.005900, -0.034629
0.390000, -0.011944, -0.050148,-0.005932, -0.030910
0.391000, -0.011991, -0.043130,-0.005961, -0.027248
0.392000, -0.012030, -0.036214,-0.005987, -0.023641
0.393000, -0.012063, -0.029403,-0.006009, -0.020090
0.394000, -0.012089, -0.022696,-0.006027, -0.016597
0.395000, -0.012109, -0.016095,-0.006042, -0.013160
0.396000, -0.012121, -0.009601,-0.006053, -0.009781
0.397000, -0.012128, -0.003214,-0.006062, -0.006460
0.398000, -0.012128, 0.003065,-0.006066, -0.003196
0.399000, -0.012122, 0.009236,-0.006068, 0.000010
0.400000, -0.012109, 0.015297,-0.006066, 0.003157
0.401000, -0.012091, 0.021249,-0.006062, 0.006247
0.402000, -0.012067, 0.027091,-0.006054, 0.009277
0.403000, -0.012037, 0.032823,-0.006043, 0.012250
0.404000, -0.012001, 0.038443,-0.006029, 0.015163
0.405000, -0.011960, 0.043953,-0.006013, 0.018018
0.406000, -0.011914, 0.049351,-0.005993, 0.020814
0.407000, -0.011862, 0.054638,-0.005971, 0.023552
0.408000, -0.011804, 0.059813,-0.005946, 0.026230
0.409000, -0.011742, 0.064876,-0.005919, 0.028851
0.410000, -0.011675, 0.069827,-0.005889, 0.031412
0.411000, -0.011602, 0.074667,-0.005856, 0.033915
0.412000, -0.011525, 0.079394,-0.005821, 0.036359
0.413000, -0.011444, 0.084010,-0.005783, 0.038745
0.414000, -0.011357, 0.088514,-0.005743, 0.041073
0.415000, -0.011267, 0.092906,-0.005701, 0.043343
0.416000, -0.011172, 0.097187,-0.005657, 0.045555
0.417000, -0.011072, 0.101357,-0.005610, 0.047709
0.418000, -0.010969, 0.105416,-0.005561, 0.049806
0.419000, -0.010862, 0.109365,-0.005511, 0.051845
0.420000, -0.010750, 0.113203,-0.005458, 0.053827
0.421000, -0.010635, 0.116932,-0.005403, 0.055753
0.422000, -0.010517, 0.120551,-0.005346, 0.057622
0.423000, -0.010394, 0.124061,-0.005288, 0.059435
0.424000, -0.010268, 0.127463,-0.005227, 0.061191
0.425000, -0.010139, 0.130757,-0.005165, 0.062893
0.426000, -0.010007, 0.133944,-0.005102, 0.064539
0.427000, -0.009872, 0.137024,-0.005036, 0.066130
0.428000, -0.009733, 0.139998,-0.004969, 0.067666
0.429000, -0.009592, 0.142866,-0.004901, 0.069149
0.430000, -0.009447, 0.145630,-0.004831, 0.070577
0.431000, -0.009300, 0.148289,-0.004760, 0.071952
0.432000, -0.009151, 0.150846,-0.004687, 0.073275
0.433000, -0.008999, 0.153299,-0.004613, 0.074544
0.434000, -0.008844, 0.155651,-0.004538, 0.075762
0.435000, -0.008687, 0.157902,-0.004462, 0.076928
0.436000, -0.008529, 0.160053,-0.004384, 0.078043
0.437000, -0.008367, 0.162105,-0.004306, 0.079107
0.438000, -0.008204, 0.164058,-0.004226, 0.080121
0.439000, -0.008039, 0.165914,-0.004146, 0.081085
0.440000, -0.007873, 0.167674,-0.004064, 0.082000
0.441000, -0.007704, 0.169338,-0.003982, 0.082867
0.442000, -0.007534, 0.170907,-0.003898, 0.083685
0.443000, -0.007362, 0.172383,-0.003814, 0.084455
0.444000, -0.007189, 0.173766,-0.003729, 0.085179
0.445000, -0.007015, 0.175058,-0.003644, 0.085856
0.446000, -0.006839, 0.176260,-0.003558, 0.086487
0.447000, -0.006662, 0.177372,-0.003471, 0.087072
0.448000, -0.006484, 0.178396,-0.003384, 0.087613
0.449000, -0.006306, 0.179332,-0.003296, 0.088109
0.450000, -0.006126, 0.180183,-0.003207, 0.088562
0.451000, -0.005945, 0.180948,-0.003119, 0.088972
0.452000, -0.005764, 0.181630,-0.003030, 0.089339
0.453000, -0.005582, 0.182230,-0.002940, 0.089664
0.454000, -0.005400, 0.182747,-0.002850, 0.089948
0.455000, -0.005217, 0.183185,-0.002760, 0.090191
0.456000, -0.005033, 0.183543,-0.002670, 0.090395
0.457000, -0.004850, 0.183824,-0.002579, 0.090559
0.458000, -0.004666, 0.184028,-0.002489, 0.090684
0.459000, -0.004482, 0.184157,-0.002398, 0.090771
0.460000, -0.004297, 0.184211,-0.002307, 0.090820
0.461000, -0.004113, 0.184192,-0.002216, 0.090832
0.462000, -0.003929, 0.184102,-0.002126, 0.090809
0.463000, -0.003745, 0.183941,-0.002035, 0.090749
0.464000, -0.003561, 0.183711,-0.001944, 0.090655
0.465000, -0.003378, 0.183412,-0.001854, 0.090526
0.466000, -0.003194, 0.183048,-0.001763, 0.090364
0.467000, -0.003012, 0.182617,-0.001673, 0.090168
0.468000, -0.002829, 0.182123,-0.001583, 0.089940
0.469000, -0.002647, 0.181565,-0.001493, 0.089681
0.470000, -0.002466, 0.180946,-0.001403, 0.089390
0.471000, -0.002285, 0.180267,-0.001314, 0.089069
0.472000, -0.002106, 0.179529,-0.001225, 0.088718
0.473000, -0.001926, 0.178732,-0.001137, 0.088338
0.474000, -0.001748, 0.177880,-0.001049, 0.087930
0.475000, -0.001571, 0.176972,-0.000961, 0.087494
0.476000, -0.001394, 0.176010,-0.000874, 0.087030
0.477000, -0.001219, 0.174996,-0.000787, 0.086540
0.478000, -0.001044, 0.173930,-0.000701, 0.086025
0.479000, -0.000871, 0.172814,-0.000615, 0.085483
0.480000, -0.000699, 0.171649,-0.000530, 0.084918
0.481000, -0.000528, 0.170437,-0.000445, 0.084328
0.482000, -0.000358, 0.169178,-0.000361, 0.083715
0.483000, -0.000189, 0.167875,-0.000278, 0.083080
0.484000, -0.000022, 0.166527,-0.000195, 0.082422
0.485000, 0.000144, 0.165137,-0.000113, 0.081743
0.486000, 0.000308, 0.163706,-0.000031, 0.081044
0.487000, 0.000471, 0.162235,0.000049, 0.080324
0.488000, 0.000633, 0.160725,0.000129, 0.079585
0.489000, 0.000793, 0.159177,0.000208, 0.078826
0.490000, 0.000951, 0.157594,0.000287, 0.078050
0.491000, 0.001108, 0.155975,0.000365, 0.077256
0.492000, 0.001263, 0.154322,0.000441, 0.076444
0.493000, 0.001416, 0.152636,0.000517, 0.075617
