time,eye_theta_error_l,eye_theta_error_r
0.978000,-0.070197,-0.070197
0.979000,-0.070197,-0.070197
0.980000,-0.070197,-0.070197
0.981000,-0.054633,-0.062419
0.982000,-0.054633,-0.062419
0.983000,-0.054633,-0.062419
0.984000,-0.054633,-0.062419
0.985000,-0.054633,-0.062419
0.986000,-0.054633,-0.070197
0.987000,-0.054633,-0.070197
0.988000,-0.054633,-0.070197
0.989000,-0.054633,-0.070197
0.990000,-0.054633,-0.070197
0.991000,-0.054633,-0.054633
0.992000,-0.054633,-0.054633
0.993000,-0.054633,-0.054633
0.994000,-0.054633,-0.054633
0.995000,-0.054633,-0.054633
0.996000,-0.046841,-0.054633
0.997000,-0.046841,-0.054633
0.998000,-0.046841,-0.054633
0.999000,-0.046841,-0.054633
1.000000,-0.046841,-0.054633
1.001000,-0.054633,-0.062419
1.002000,-0.054633,-0.062419
1.003000,-0.054633,-0.062419
1.004000,-0.054633,-0.062419
1.005000,-0.054633,-0.062419
1.006000,-0.054633,-0.046841
1.007000,-0.054633,-0.046841
1.008000,-0.054633,-0.046841
1.009000,-0.054633,-0.046841
1.010000,-0.054633,-0.046841
1.011000,-0.046841,-0.046841
1.012000,-0.046841,-0.046841
1.013000,-0.046841,-0.046841
1.014000,-0.046841,-0.046841
1.015000,-0.046841,-0.046841
1.016000,-0.023433,-0.031240
1.017000,-0.023433,-0.031240
1.018000,-0.023433,-0.031240
1.019000,-0.023433,-0.031240
1.020000,-0.023433,-0.031240
1.021000,-0.007812,-0.015624
1.022000,-0.007812,-0.015624
1.023000,-0.007812,-0.015624
1.024000,-0.007812,-0.015624
1.025000,-0.007812,-0.015624
1.026000,0.023433,0.015624
1.027000,0.023433,0.015624
1.028000,0.023433,0.015624
1.029000,0.023433,0.015624
1.030000,0.023433,0.015624
1.031000,0.031240,0.046841
1.032000,0.031240,0.046841
1.033000,0.031240,0.046841
1.034000,0.031240,0.046841
1.035000,0.031240,0.046841
1.036000,0.046841,0.046841
1.037000,0.046841,0.046841
1.038000,0.046841,0.046841
1.039000,0.046841,0.046841
1.040000,0.046841,0.046841
1.041000,0.046841,0.054633
1.042000,0.046841,0.054633
1.043000,0.046841,0.054633
1.044000,0.046841,0.054633
1.045000,0.046841,0.054633
1.046000,0.046841,0.054633
1.047000,0.046841,0.054633
1.048000,0.046841,0.054633
1.049000,0.046841,0.054633
1.050000,0.046841,0.054633
1.051000,0.054633,0.054633
1.052000,0.054633,0.054633
1.053000,0.054633,0.054633
1.054000,0.054633,0.054633
1.055000,0.054633,0.054633
1.056000,0.054633,0.054633
1.057000,0.054633,0.054633
1.058000,0.054633,0.054633
1.059000,0.054633,0.054633
1.060000,0.054633,0.054633
1.061000,0.054633,0.062419
1.062000,0.054633,0.062419
1.063000,0.054633,0.062419
1.064000,0.054633,0.062419
1.065000,0.054633,0.062419
1.066000,0.054633,0.062419
